card_id,front,back,deck_name,tags
Sympathetic vs Parasympathetic stress response,Sympathetic vs Parasympathetic stress response,"""<img src=""""Screenshot 2022-12-12 at 4.34.07 PM.png""""><br><br>stress:<br>• Mobilize energy to get muscles to move<br>• Release glucose from the liver, increase blood pressure, heartrate.<br>-Causes:&nbsp;• diabetes, heart disease, obesity<br>• Enhance cognition<br>• Lower sensory thresholds, boost attention, memory retrieval and encoding<br>-causes:&nbsp;neuron death in the hippocampus, depression/anxiety<br>• Suppress long-term """"building projects""""<br>-causes:&nbsp;ulcers, dwarfism, slowed healing, infertility<br>• E.g., digestion, growth, tissue repair, reproduction<br><br><br><br>Sympathetic - arousal&nbsp;<div>Parasympathetic - relaxation</div><div><br></div><div>SNS signals adrenal glands to release epinephrine and Cortisol</div><div>Heart beats faster, respiration increases, vasodilation in the extremities, and an increase in glucose levels</div><div>PNS facilitates the return from this state, but can also cause stress reactions like bronchoconstriction (asthma) or extreme vasodilation, compromising circulation</div>""",Anthro (Psych/Soc/Econ/Health),behavior;neurobiology;psychology
Eye v Ear processing differences,Eye v Ear processing differences,"mechanical vs. electromagnetic waves<br>many sub-organs to amplify: cornea, pupil, lens, outer ear, ossicles, cilia<br>transduction by organ of corti cilia vs transduction by photoreceptors<br>tonotopiic vs topographic map<br>40k axons for hair cells for auditory nerve, 1mil axons of ganglion neurons form optiiv nerve<br><br>pathways:<br>c - cn - on - ic - mgn - A1<br>ret -&gt; lat gen nucleus -&gt; V1<br>for auditory, binaural starts subcortically in ON<br>for visual, binocular starts in v1 cortex",Anthro (Psych/Soc/Econ/Health),audition;perception;vision
Lessig's Pathetic Dot Theory,Lessig's Pathetic Dot Theory,"Socioeconomic theory of regulation discusses how lives of individuals (pathetic dots) are quad-regulated by the forces of the law, social norms, the market, and architecture (tech infrastructure).<br><br>All of these have enforced norms &amp; encompass the totality of what constrains our action, indirectly and directly, ex post and ex ante.",Anthro (Psych/Soc/Econ/Health),economics;psychology;sociology
Pure Tone,Pure Tone,"-a sine wave/sinusoidal waveform of any frequency, amplitude, and phase-shift",Anthro (Psych/Soc/Econ/Health),audition;perception
First Part of the Brain to process binocular visual input,First Part of the Brain to process binocular visual input,"""-Primary visual cortex V1, located in the occipital lobe<br>-Both hemispheres have a visual cortex; each receives signals from the opposite-side visual field since the nerve routes swap sides along the optic chiasm<br>-input originating at the eyes passes through the lateral geniculate nucleus in the thalamus and then reaches v1<br><br><a href=""""https://en.wikipedia.org/wiki/Visual_cortex"""">https://en.wikipedia.org/wiki/Visual_cortex</a>""",Anthro (Psych/Soc/Econ/Health),perception;vision
EBITDA,EBITDA,"""Earnings before Interest, Taxes, Depreciation, and Amortiziation<br>de facto """"profitability""""<br><br>Companies have often published their results because they overrepresent profitability, despite EBITDA being unrecognized under generally accepted accounting principles (GAAP)<br><br>SEC requires any listed company to juxtapose any EBITDA with net income, forbids reporting EBITDA per share<br>Buffett calls it meaningless""",Anthro (Psych/Soc/Econ/Health),economics
🫀Cardio,🫀Cardio,At least 150mins - 2.5hrs - of cardio/week can cut mortality by 10-20%<br>Cardio should happen 4-5x/wk,Anthro (Psych/Soc/Econ/Health),exercise
Married vs. Single Finances,Married vs. Single Finances,"Married people are 77% wealthier than single people, and their net worth typically increases 16% each year they’re together. Married people live longer and are happier than single people. Higher marriage rates are correlated with greater GDP per capita, greater economic mobility, and a reduction in child poverty of as much as 80%.<br><br>Sonya Passi Freefrom:<br>The number 1 reason survivors stay or return is financial insecurity - in 95% of domestic abuse cases, financial abuse occurs.",Anthro (Psych/Soc/Econ/Health),health;lifestyle
All Razors/Heuristics/Rule of Thumb,All Razors/Heuristics/Rule of Thumb,"""#Experiential#<br>**Serendipity razor** - choose paths with greater serendipity surface area to increase your chances of luck. Never miss a true opportunity, and rarely miss a false one. Optimists are often better opportunists because they see greater possibilities for the same choice sets.<br><br>**Experience Razor**-Always choose the more difficult short-term option. Minutes in the center of arena will teach you more than years in the crowd.<br><br>**Buffett Reputation Razor** - 20 years to build rep; 5 minutes to ruin it. Reputation is built over decades out of glass and hot glue.<br>**Buffett digging razor** - if in a hole, stop digging<br><br>**Grit Razor** - if choosing between equal merit options, choose the one which has endured greater strain, which has faced greater odds to be in front of you. It may continue succeeding from the bottom.<br><br>**Hanlon's Razor** - never attribute to malice that which can be adequately explained by stupidity.<br>Machiavelli version is same but with self-interest<br><br>**Pygmalion Razor** - high expectations lead to high performance, and vice versa. Choose to also see in your teammates their own highest form of their own potential, and watch this ideal person manifest.<br><br>#Logical/Pathological#<br><br>**Feynman Razor** - Jargon often masks a lack of true understanding; Bragging often masks a lack of true achievement.<br><br>-**Newton's razor **- if something can't be settled by experiment or observation (a posteriori), it's not worth debating.<br><br>-**Hitchens' Razor** - what can be asserted without evidence can be dismissed just so. Burden of proof lies on the claimant.<br><br>-Narrative fallacy razor - often what others narratively attribute to talent can be attributed to randomness and luck<br><br>-Worrying razor - if someone says don't worry, worry. Get the answers to your questions and set your advantages and limitations in stone.""",Anthro (Psych/Soc/Econ/Health),heuristic;logic
-Media Psychology Meta-analysis is difficult bc:,-Media Psychology Meta-analysis is difficult bc:,1. Media are infinitely complex<br>2. Control groups hard to find<br>3. Many causes for a somewhat constrained set of effects<br>4. Time order for casual conclusions is hard to come by<br>5. Media use has idiosyncrasies<br>6. Needle Haystack Search<br><br>COMM 172 // Media Psych,Anthro (Psych/Soc/Econ/Health),heuristic;logic
The history of media psychology is the history of _____________,The history of media psychology is the history of _____________,Personalized Marketing,Anthro (Psych/Soc/Econ/Health),heuristic;logic
Depression &amp; My Reactive Depression,Depression &amp; My Reactive Depression,"""Robert Sapolsky<br><a href=""""https://www.youtube.com/watch?v=NOAgplgTxfc&amp;list=WL&amp;index=9"""">https://www.youtube.com/watch?v=NOAgplgTxfc&amp;list=WL&amp;index=9</a><br><br>It's often brought on by major events in life, and lasts for some time after though it's differentiated from major depression because it takes a similar cataclysm to induce that state again.<br><br>Major depressives experience psychomotor retardation, preventing them from activating their own support systems, while reactive depressives lean further into impulsive indulgences such as overeating to relieve their depression.<br><br>Seasonal affective disorders can cause repeated episodes around the same time of year, regardless of the presence of a catalyzing event.<br><br>We have strong chemical connections between depression and a generalized lack of norepinephrine in the brain.<br><br>Selective Serotonin Reuptake Inhibitor - SSRI<br><br>Thyroid hormones regulate homeostasis<br>Hypothyroidism is correlated with depression, and reuptake with depression mitigation. <br>Estimated 20% of depressions are improperly diagnosed thyroid disorders.<br>nutrition is also critical for a healthy thyroid.<br><br>Women tend to ruminate more on emotionally disturbing incidents, statistically. But that's not correlated with them being at higher risk to depression. Postpartum, PMS, Menopause are heavily correlated with depression.<br><br>We secrete glucocortisoids, which are also in cortisol and hydrocortisone, when we're depressed.<br><br>Depression is aggression turned inward, learned helplessness. We believe that when we experience bad things we are meant to learn them.<br><br>If one identical twin has depression, other has 50/50 chance. Genes are important, but not the most important.<br><br>Each one of us has a version of a gene which can or cannot cause depression.&nbsp; That gene alone doesn't determine anything, but one has a much higher risk of depression onset after a major stressor. Glucocortisoids regulate the function of this gene.""",Anthro (Psych/Soc/Econ/Health),heuristic;logic
🖼️CBT / Reframing,🖼️CBT / Reframing,"Reappraisal: changing what we think to change how we feel<br>impacts:<br>behavior decreases<br>feelings decrease<br>physiological response decreases<br><br>Brooks 2013: positive, excited reappraisal can boost singing performance accuracy<br>Jamieson et al: feeling axious on a test can actually improve performance, esp on math GRE<br><br>Lord, Ross, Lepper 1979<br>Both proponents &amp; opponents to the death penalty felt even stronger about their beliefs after reading mixed evidence that didn't lean either way<u><b><br><br>Solomon's paradox</b></u> - We reappraise much more wisely for others than for ourselves<br><br>Tversky &amp; Kahneman 1981<b><br>Framing effects<br><br>gain frame</b><br>If program A is adopted, what will be gained and with what degree of certainty?<br><br><b>loss frame</b><br>If program A is adopted, what will be lost and witth what degree of certainty?<br><br>T&amp;K - showed that people much more likely to choose the certain option on a gain frame, and the uncertain option on a loss frame<br><br>_______________________________________________<br>Self-Sabotage by Dr. Judy Ho<br>_______________________________________________<br>Our two true drives: obtain reward and avoid threat<br>When you want to avoid threat greater than you want to obtain reward, you sabotage yourself<br>You may have a high concept of yourself in some areas but a little concept of yourself and others and the degree to which those concepts are true to your actual self fairies<br>4 negative automatic thoughts<br>4 self sabotaging triggers<br>Life experiences, low self esteem<br>Internalized beliefs from childhood<br><br>E excessive need for control<br><br>6 self sabotage habits/thought triggers<br>1. Discount major positives in light of minor negatives<br>2. Catastrophizing &amp; fixating on it<br>3.“Shoulda” thinking common for overachievers who actually underperform themselves <br>More time spent in negativity makes it tougher to achieve anything<br>4. Black and white thinking<br>5.perceived mind reading<br>Searching for minor social danger cues out of a fear of rejection is one of the main things which will cause you to be rejected<br>6. Personalization<br>Excessive jealousy or impostor syndrome will make it impossible to achieve your goals in context; we’re too focused on getting others to accept us<br><br><br>Habits to avoid self sabotage<br>1. Question your thoughts and biases<br>Ask yourself to factually prove your hypotheses beyond your own reasonable doubt<br>ABC - if a fact is accurate, balanced, and complete, then it bears assimilation into your self-image. If you give credence to anything else, <br><br>2. Modify your thoughts<br>“Yes, but” statements and compromise with your own hardassery and refusal to compromise <br>Best way to do that is labeling - allows you to annotate your own toxic thoughts processes <br><br>3. De-emphasizing your thoughts<br>You don’t need to forget your thoughts, you just need to label them and know when and why they become relevant despite their bias and situationality<br><br>4. Visualization<br>The more you push emotions away, the tougher they become to fight. The closer you bring them to yourself, the easier it is to address them and gauge their progress.<br>__________________________________________",Anthro (Psych/Soc/Econ/Health),behavior;book;emotion
